chr	start	end	ctype	areaStat
chr9	87878116	87878589	T	101.51451789910334
chr11	64665052	64665310	T	101.51248389092234
chr17	81482018	81482315	T	101.50985091122402
chr11	81788341	81788699	N	101.49041359369905
chr19	13500968	13501469	N	101.48137082000858
chr2	40072609	40073072	N	101.47838853140831
chr2	27072503	27072988	T	101.47407261055288
chr5	181053816	181053925	T	101.47130674617182
chr2	65789881	65790095	N	101.4702711113316
chr10	111989473	111989639	N	101.4612369486382
chr12	7857119	7857444	T	101.43999314117808
chr12	7695477	7695615	T	101.43485037784194
chr14	103028242	103028688	T	101.43092097930456
chr18	33478242	33478430	N	101.42759550152572
chr2	5474191	5474493	N	101.4241724224828
chr22	46006947	46007406	T	101.41445515891088
chr21	40987202	40987469	N	101.40997272586742
chr12	3142715	3143211	T	101.40965023469175
chr4	8839153	8839335	N	101.409433143044
chrUn_KI270442v1	31877	32307	N	101.4067250090652
chr19	13773759	13773980	N	101.38572677694516
chr6	166276834	166277190	N	101.3818668791859
chr1	159449963	159450360	N	101.36374064791062
chr12	52642493	52642964	N	101.36357990043348
chr19	55151137	55151400	T	101.3628541851608
chr13	84898343	84898678	T	101.35935091005808
chr1	54573942	54574378	T	101.35622477218136
chr21	31468723	31469235	T	101.35068653411464
chr13	27449269	27449547	N	101.34825291905236
chr4	8636804	8637248	N	101.3475997442806
chr20	51787218	51787415	T	101.33311320151552
chr12	51432097	51432303	N	101.33094892702913
chr4	3318837	3319334	T	101.3268107985166
chr10	131516773	131517076	N	101.31986610952912
chr12	17512769	17513201	N	101.31162499217136
chr9	136601797	136602148	T	101.3104122448308
chr9	104689046	104689252	N	101.30783006368485
chr9	126371242	126371431	T	101.30483413491493
chrX	124384386	124384891	T	101.30290560402932
chr1	11432108	11432446	N	101.2969058842416
chr15	41878785	41879207	T	101.29540090726393
chr8	42202276	42202753	T	101.2952023388798
chr9	112342383	112342771	T	101.29116935655384
chr1	3775540	3775831	T	101.29050117049394
chr18	58378674	58379124	T	101.2872094607144
chr5	33944248	33944546	T	101.28101406534506
chr2	28589397	28589782	T	101.27836910110818
chr13	64968339	64968832	T	101.27680297077995
chr11	70642306	70642577	N	101.27439440755904
chr1	21858985	21859455	T	101.24246227716868
chr1	15602755	15603076	N	101.23680502894194
chr21	25655572	25655795	N	101.23510599929888
chr11	119874905	119875258	N	101.2341742085962
chr1	171911501	171911919	T	101.22921277981732
chr9	90680995	90681466	N	101.22886159978724
chr14	105154632	105155048	T	101.22809821791282
chr4	21146224	21146648	N	101.22763562270892
chr1	3424003	3424335	T	101.22717043188618
chr19	22806684	22806927	N	101.22424998400128
chrX	140577064	140577409	N	101.21686905727267
chr19	29708574	29709054	N	101.21225064752524
chrUn_KI270438v1	78070	78337	N	101.2074303099252
chr12	48974925	48975265	T	101.20178631084924
chr16	77910437	77910628	N	101.1961641165019
chr16	675803	676214	T	101.1930245837193
chr6	148348637	148349065	T	101.17969204043176
chr16	27268088	27268286	N	101.17942647256132
chr13	101275878	101276235	N	101.17824541757318
chr8	22057066	22057498	T	101.17504486212442
chr9	107338230	107338697	N	101.17434547143604
chr22	47913804	47914241	N	101.174064132249
chrX	149772219	149772466	N	101.1739584459367
chr4	190075596	190075729	N	101.1698100812264
chr5	176026168	176026670	N	101.16470267710702
chr1	35058134	35058613	N	101.1634783086065
chr2	20670087	20670252	T	101.1568809289788
chr10	117138424	117138525	T	101.1548960326254
chr5	45695125	45695297	N	101.15477379950494
chr2	3480041	3480355	T	101.15105889576851
chr4	5935613	5935989	N	101.14863283506156
chr22	49692721	49693162	N	101.14422790069555
chr1	112502365	112502765	T	101.14188785932744
chr8	142233318	142233749	N	101.13994369119484
chr22	16106199	16106575	N	101.13889988283177
chr16	66090948	66091357	N	101.13446362268472
chr13	58540455	58540933	N	101.13121897643872
chr15	64785221	64785622	T	101.13067150008624
chr15	20147094	20147532	N	101.1294825677694
chr1	152732628	152732917	N	101.1247466976647
chr6	46608682	46609097	T	101.11388124272572
chr2	238928840	238929146	T	101.1063700295731
chr22	44305521	44305919	T	101.09481923801197
chr11	64496950	64497288	N	101.09453084039204
chr22	39323365	39323759	T	101.0931064966794
chr11	61758317	61758746	T	101.08857234073866
chr19	45759961	45760340	T	101.08797267228285
chr17	44650286	44650664	T	101.0870768838936
chr3	192461715	192462210	N	101.08661985392108
chr7	100145015	100145371	T	101.08636876524452
chr1	233738816	233739104	N	101.08539928067444
chr21	32095213	32095646	N	101.080913039606
chr7	117479327	117479559	T	101.07735243970046
chr10	77731831	77732287	T	101.07229075105217
chr16	760246	760520	T	101.0658575382381
chr16	84390703	84391062	T	101.0586497148588
chr17	26832238	26832458	N	101.05486113273572
chr5	100388418	100388810	T	101.0515046670148
chrX	31531768	31532153	T	101.04708435510372
chr5	132422397	132422907	T	101.04277322074904
chr11	59199411	59199818	T	101.04076720523813
chr16	71039741	71040228	N	101.03436224809673
chr9	83705405	83705806	T	101.03069458190794
chr10	50728643	50729084	N	101.0245472801289
chr1	12030082	12030317	T	101.02357954612876
chr11	64831903	64832276	T	101.02255710717782
chr6	123398054	123398256	T	101.01204335930652
chr1	125066783	125067182	N	101.01191690940573
chr21	45299722	45300176	T	101.00860122401308
chr12	109350172	109350617	T	100.9948185475846
chr12	49875602	49875954	T	100.99010322774257
chr19	15086039	15086546	N	100.98724796175338
chr12	1080620	1081091	T	100.9771221442286
chr19	28236218	28236730	N	100.96838663883456
chr19	40948669	40949089	N	100.9650023555314
chr14	105387088	105387381	T	100.94999851338298
chr2	24919112	24919406	T	100.94530507246009
chr11	73204828	73205197	T	100.94461980886376
chr11	45722187	45722480	N	100.94453183101588
chr7	73890115	73890610	T	100.93832108215976
chr10	84611934	84612163	N	100.92869485159736
chr11	39639048	39639401	N	100.92719688422947
chr3	72549637	72550082	T	100.92331768495433
chr3	196037394	196037796	N	100.92136595608235
chr20	31471398	31471513	N	100.91869898830817
chr2	232387660	232387935	T	100.91444172288789
chr19	55715411	55715877	N	100.90600012270396
chr6	163318273	163318683	T	100.9039254878212
chr13	112202301	112202433	N	100.90357964541022
chr10	94054546	94054928	T	100.89815476319744
chr7	129521134	129521520	T	100.897718871116
chr1	4638914	4639330	N	100.87954622459324
chr1	13344142	13344587	N	100.87298692735568
chr4	167888806	167889301	N	100.87090868927862
chr2	102704612	102704916	N	100.86930581697015
chr9	83207767	83208244	T	100.86674893446116
chr20	62809234	62809618	T	100.86501048518176
chr10	109015647	109015788	N	100.85939098817904
chr7	1261884	1262082	N	100.85612340161867
chr5	7292383	7292841	N	100.84982102277718
chr19	19376014	19376487	T	100.84382262131204
chr19	50946438	50946810	N	100.83616200271648
chr16	36229246	36229576	N	100.83025707517731
chr1	18511795	18512182	N	100.82973196926878
chr7	57488995	57489250	N	100.82665118326634
chr14	39266291	39266445	T	100.82576054362517
chr18	63455244	63455647	T	100.8245640702612
chr19	40614123	40614362	T	100.81326310965107
chr1	3932171	3932448	N	100.81080207750767
chr19	11032462	11032847	T	100.80414101855877
chr10	53330039	53330548	N	100.80139367286164
chr9	21666140	21666497	T	100.79888614967832
chr2	25067502	25067877	T	100.7928243216552
chr5	178521274	178521509	N	100.79063309619188
chr1	2821378	2821763	N	100.77954606556416
chr7	149039375	149039870	T	100.77097861839138
chr14	91436468	91436662	N	100.76969691126716
chr2	314614	314743	N	100.76580751799544
chr1	50326206	50326463	N	100.76171377747757
chr8	31194835	31195311	T	100.76098681357166
chr17	81327060	81327437	T	100.75480443030597
chr8	143738248	143738475	T	100.74784690680008
chr10	46979	47347	T	100.74341195385978
chr1	2225383	2225761	T	100.74234413092596
chr1	90789097	90789578	T	100.7392081010023
chr11	87006589	87006888	T	100.729869708166
chr14	102934360	102934614	T	100.72826727052096
chr3	5029049	5029555	T	100.72049300002982
chr6	128580491	128580612	T	100.71901152721988
chr17	43820918	43821208	T	100.71745250948584
chrX	151363077	151363283	N	100.71202372686662
chr2	2874320	2874633	N	100.70564183660372
chr1	154136657	154136898	T	100.6968636719498
chr15	24845325	24845593	N	100.69461443815452
chr20	60106387	60106782	N	100.6839241368084
chr19	55445671	55445923	N	100.68369100456609
chr7	153946912	153947318	N	100.68313179260872
chr15	101099586	101099951	T	100.67690137438194
chr16	88258659	88259028	T	100.67162235984506
chr19	5873540	5873936	T	100.6659977600375
chr11	70529980	70530460	N	100.6537944896263
chr8	66926004	66926135	N	100.65366853793444
chr17	77028804	77029306	N	100.64279833605542
chr2	239096481	239096743	T	100.64158007328253
chr11	134430231	134430617	N	100.63905929075143
chr14	76707399	76707825	T	100.6337970539721
chr22	50527157	50527514	T	100.63044422895518
chr3	32030226	32030562	T	100.6241591779335
chr19	19549175	19549638	T	100.61368194740773
chr2	84496992	84497454	T	100.60860101894924
chr19	4745584	4745888	T	100.60285417632564
chr8	7600063	7600329	N	100.59998463330726
chr7	157643580	157643902	N	100.59377539084892
chr7	112590778	112591054	T	100.58963776222664
chr8	141234339	141234766	T	100.57832655432276
chr15	101618599	101619086	T	100.57679629141512
chr10	38519411	38519842	N	100.56643317714747
chr8	46243149	46243537	N	100.5653211393003
chr7	73376982	73377284	T	100.56157154302718
chr22	44340068	44340523	N	100.56142267769384
chr7	1442043	1442226	T	100.5593488095077
chr3	198155711	198156008	T	100.552128882116
chr20	58514220	58514450	T	100.54826401316429
chr1	5595586	5596009	N	100.541199133663
chr11	117781851	117782305	N	100.54069255473428
chr2	101131406	101131707	T	100.54053117325452
chrX	51681612	51681869	N	100.5358072630446
chr18	74436565	74436930	T	100.52639131691036
chr1	1760663	1761086	T	100.52018435805849
chr22	19979002	19979433	T	100.51258491812996
chr19	48393940	48394390	T	100.5119772988819
chr22	26955828	26956098	N	100.49296794969725
chr7	56973508	56973906	N	100.49170745096932
chr6	49255939	49256424	N	100.49159108813774
chr3	185872691	185873107	T	100.48897424776897
chr3	194282726	194283217	T	100.48504188930268
chr5	141866180	141866401	N	100.48321291881145
chr7	105627655	105628005	T	100.48305211320758
chr8	141586970	141587381	N	100.48135339492704
chr6	170046078	170046279	N	100.48121521939127
chrX	65392636	65393109	N	100.4766622700879
chrX	141061117	141061337	N	100.47410070064608
chr7	143881778	143882223	T	100.47318208575508
chr11	70634999	70635427	N	100.46374632870923
chr12	53238843	53239339	T	100.46091627211808
chr16	4996917	4997395	N	100.45674914656864
chr10	38703037	38703332	N	100.4545243391201
chr7	67943042	67943413	N	100.45254936324818
chr10	1996951	1997328	N	100.44659816245236
chr4	185997367	185997853	T	100.44622408041867
chr7	6940401	6940840	T	100.44003163034768
chr19	19420768	19421130	T	100.43765212657148
chr4	129096891	129097097	N	100.432723133124
chr12	37423431	37423666	T	100.4303539478824
chr1	109888024	109888533	T	100.42513315918268
chr3	197394578	197394979	T	100.42237350319895
chr1	160123238	160123656	T	100.41995985223956
chrX	140729899	140730139	N	100.4192136701821
chr18	8388742	8389209	T	100.41012624470568
chr12	56151609	56151891	T	100.40765347877868
chr1	3482711	3483072	T	100.40414359989938
chr12	13404369	13404871	N	100.39566426490865
chr17	78849861	78850259	T	100.39433350732747
chr6	72361082	72361400	T	100.38632929377265
chr7	154914259	154914425	T	100.38407960814676
chrX	16183324	16183600	T	100.36928000638318
chr7	155959618	155960101	N	100.3680903251344
chr21	38383683	38383817	N	100.36631923273173
chr7	98518576	98518980	N	100.36281607317916
chr17	10105821	10106290	T	100.36218666556806
chr10	121616191	121616494	N	100.35879270437329
chr7	90929024	90929446	N	100.35386221275394
chr5	151925581	151925995	N	100.35334837384583
chr3	155061217	155061437	T	100.34950839717408
chr7	31360816	31361025	N	100.34657529575225
chr5	3236361	3236808	N	100.33741281387836
chr13	21845546	21845912	N	100.33697638663511
chrUn_GL000219v1	3193	3601	N	100.33542379428718
chr15	41622143	41622390	N	100.32323911480783
chr9	24738536	24738649	N	100.3222898636506
chr12	131469580	131469834	N	100.31382572460689
chr8	144588025	144588268	T	100.31146426649777
chr11	3147407	3147601	T	100.30596574390756
chr8	126225713	126226032	N	100.30007013642717
chr5	141913549	141913866	T	100.29619131443042
chr22	29174745	29175076	N	100.2944651125431
chr12	3010027	3010355	T	100.28657253808706
chr4	132809144	132809510	T	100.27825723871683
chr17	8200555	8200730	T	100.27483078461523
chr11	97121156	97121391	N	100.27018241796986
chr3	133805060	133805541	T	100.26766455989628
chr9	11817256	11817734	T	100.26757303792284
chr1	53594223	53594408	T	100.26489308069311
chr1	226932872	226933269	T	100.26259076522
chr1	171264814	171265165	T	100.25929142436736
chr7	56211795	56212286	N	100.25534576118936
chr7	147091513	147091796	N	100.25041624295773
chrX	52191101	52191559	N	100.2502302351595
chr11	54605765	54606006	N	100.24306931813136
chr17	79166351	79166747	N	100.23911861409624
chr11	67503937	67504135	T	100.23288648166226
chr12	95857864	95858010	T	100.23149619828746
chr21	45817229	45817704	N	100.23007507213606
chr14	77275570	77276041	T	100.22781562486011
chr1	2805441	2805654	N	100.2208612090434
chr8	143269687	143269945	T	100.21830582563076
chrX	34095418	34095773	N	100.20430404851744
chr9	135677795	135678042	N	100.20361615141336
chr6	145211	145723	T	100.2016105847922
chr19	53775266	53775552	N	100.19712235790485
chr7	141550850	141551173	T	100.19071020419938
chr9	110694056	110694278	N	100.18420426331568
chr7	81090744	81091059	T	100.18415169885247
chr9	8358872	8358980	N	100.1814012470926
chrX	331775	331966	T	100.17443756771117
chr2	238546290	238546785	N	100.17247025960114
chr6	131184609	131185100	T	100.16938524102444
chr5	5573032	5573498	N	100.16851486362134
chr7	1647359	1647588	T	100.15467833310254
chr17	11293830	11294226	N	100.15277256462514
chr16	84202235	84202411	T	100.13849535457756
chr17	31566821	31567268	T	100.12949563469827
chr19	41321784	41322251	N	100.12892153704706
chr13	57142432	57142572	N	100.12652115253832
chr2	2147271	2147659	N	100.119652183369
chr10	93405859	93406250	T	100.11905114982164
chr5	178565621	178566052	N	100.1171980161448
chr3	144046287	144046795	N	100.11641267208506
chr16	27252715	27252999	T	100.11540419258336
chr4	13028740	13029237	T	100.11294651484582
chr1	40477799	40478022	T	100.1115417388013
chr5	179648496	179648960	T	100.11007675586744
chr7	25326595	25327080	N	100.10930699551682
chr4	6490694	6491026	N	100.108306412542
chr19	18632940	18633315	T	100.09558325854096
chr7	100746604	100747015	T	100.09332715129564
chr11	116836103	116836358	T	100.09227207354093
chr22	48983198	48983583	N	100.09018192390135
chr3	51819335	51819751	N	100.08113583471597
chr10	474442	474748	T	100.08005897771612
chr15	100830312	100830644	T	100.07680155185584
chr19	19110706	19110810	T	100.07049199419498
chr22	24253409	24253761	T	100.0642875733879
chr19	5360976	5361392	N	100.05492115075867
chr9	68304260	68304445	T	100.05235235674444
chr15	21174841	21174968	N	100.04991236897266
chr3	48591888	48592067	T	100.04635875826716
chr1	14728082	14728281	T	100.04445240818336
chr19	19741530	19741902	N	100.0401588488694
chr10	33043181	33043503	T	100.03634257906492
chr16	31150929	31151413	T	100.02611623002464
chr1	213550481	213550928	T	100.0253999740712
chr9	126723606	126724049	T	100.02063946832914
chr2	10365639	10366032	T	100.01812985453124
chr17	79870707	79870949	T	100.01681314723488
chr17	40473926	40474235	T	100.01316791878526
chr3	29739218	29739404	T	100.01115768475938
chr7	56948275	56948486	N	100.00649506132947
chrX	19193667	19194148	N	100.00599599491215
chr17	80198620	80199048	T	100.0008805199659
chrX	55219715	55220099	N	99.99726948350668
chr19	46166167	46166615	N	99.9927150968606
chr5	137074764	137074954	N	99.98953686266144
chr16_KI270728v1_random	1764175	1764642	N	99.98653808475468
chr10	129071719	129071975	N	99.98411701025952
chr13	35099266	35099603	T	99.97859697172451
chr19	33273502	33273728	T	99.974787150843
chr22	40683380	40683740	T	99.96947651245046
chrX	153862886	153863391	T	99.9640106183897
chr1	235556417	235556655	T	99.9520911449024
chr8	112449701	112450013	T	99.94365197559137
chr7	157703521	157703742	N	99.94196425779889
chr1	4776798	4777142	N	99.94138102295892
chr3	9604292	9604515	N	99.9384643171627
chr4	177525885	177526087	T	99.93434394117004
chr18	77131908	77132011	T	99.93104129214557
chr19	54471620	54471746	T	99.92239567169167
chr17	19075423	19075706	T	99.91942620459888
chr3	72071169	72071593	N	99.91562389248791
chr8	117068444	117068858	N	99.9137473273463
chr16	31064471	31064886	T	99.91366025695196
chr12	107433111	107433246	N	99.913642185953
chr4	189541350	189541861	N	99.90800295772895
chr2	6039333	6039825	N	99.90199389839972
chr20	51410025	51410230	N	99.89983642146262
chr2	69307576	69307770	T	99.89575991949027
chr4	150079387	150079513	T	99.89336214763011
chr4	40888650	40888995	T	99.89309131769916
chr2	82549015	82549329	N	99.89130941715472
chrX	5689801	5690030	N	99.89010006433593
chr17	15879637	15879888	T	99.88964706453704
chrX	3076645	3076970	N	99.88811849192972
chr2	1167396	1167572	T	99.88130067888552
chr15	29478109	29478598	N	99.86534254704702
chr11	130984299	130984533	N	99.86209504543716
chr9	65514965	65515288	T	99.86046844519706
chr1	156695154	156695333	T	99.8597780199516
chr1	200621402	200621623	T	99.85860880099835
chr19	50782801	50783190	N	99.85668794810364
chr18	57292826	57293221	N	99.85267133136024
chr9	129720726	129721114	T	99.84560326524252
chr6	36962292	36962494	T	99.84315748201834
chr13	30408287	30408417	T	99.83573434345716
chr9	114328793	114329258	T	99.83162130597202
chr20	47206756	47207147	T	99.8240853312932
chr2	233384074	233384404	T	99.82017276652824
chr17	82223996	82224458	N	99.81909680651496
chr4	106012694	106012844	N	99.81000573252912
chr4	64748725	64749117	T	99.80709921827064
chr11	85341156	85341589	N	99.80053073895556
chr9	137914948	137915316	N	99.79970911906412
chr20	7724941	7725183	N	99.79933535365716
chr18	57895139	57895627	T	99.7959120930018
chr1	180218558	180218856	T	99.79485567014262
chr2	160942587	160943029	T	99.78956613075752
chr2	4084966	4085400	N	99.78897906166412
chr20	46943054	46943555	N	99.7870807037052
chr11	113922623	113922797	N	99.77783724919686
chr16	86701109	86701373	N	99.77734580563992
chr17	16716835	16717052	N	99.77688110715236
chr12	125550799	125551198	N	99.77097795241662
chr12	78024698	78024931	T	99.76652169025463
chr5	128975066	128975528	N	99.76469706450553
chr12	57194490	57194686	T	99.76464385327928
chr12	130621393	130621843	N	99.7549447849192
chr5	150239778	150240285	T	99.7536259985386
chr20	38461347	38461500	N	99.7526472606541
chr10	78381130	78381343	T	99.74104404531909
chr11	11156547	11156872	T	99.74065231707232
chr16	24481940	24482168	N	99.73730446283253
chr1	21593534	21593910	T	99.7353686828278
chr14	105126698	105127049	T	99.7306071190044
chr1	205577932	205578391	N	99.72928090919322
chr3	181783847	181784109	T	99.72833369625596
chr12	131595189	131595587	N	99.72765174864662
chr1	184236377	184236809	T	99.71740137661686
chr16	33927001	33927278	N	99.71568051768712
chr20	30284478	30284780	T	99.71221929543252
chr1	16943453	16943890	T	99.7113858079424
chr6	27686553	27686725	N	99.70843336178086
chr7	156063532	156063713	N	99.7040523225562
chr17	74253157	74253555	T	99.69140522986436
chr7	145784677	145784830	N	99.69078605486652
chr15	41546111	41546499	T	99.67519254386684
chr1	115839212	115839333	T	99.67439415514946
chr10	43649137	43649345	T	99.67128919750805
chr11	7090143	7090474	N	99.66680346501312
chr20	46583473	46583923	T	99.66167581745005
chr2	87774536	87774997	T	99.65742034336006
chr19	17499024	17499328	T	99.65738694005404
chr17	75204695	75204831	T	99.64479109709964
chr6	102820724	102820988	N	99.62816984733104
chr6	119185644	119186048	N	99.62007468530078
chr6	99261365	99261821	T	99.614641384351
chr1	237107291	237107669	N	99.60012880493788
chr11	77223642	77224132	T	99.59871052385644
chr7	126310512	126310834	N	99.5903591451131
chr5	79070252	79070702	T	99.5884972682204
chr1	15141105	15141450	T	99.58840840532092
chr20	62448821	62449028	N	99.58447516703905
chr18	78898647	78898871	N	99.57291712816529
chr3	181787692	181787945	T	99.5728207746938
chr11	61117981	61118404	T	99.56414390810824
chr21	46559161	46559578	T	99.55956383496618
chr7	27175501	27175781	T	99.54131189810369
chr2	99568825	99569220	T	99.53954675452088
chr20	36436251	36436358	N	99.53826450125511
chrX	152638861	152639102	T	99.53608250239938
chr8	22658837	22659201	N	99.52366023366972
chr8	2671840	2672251	N	99.52338432506826
chr19	47419974	47420172	T	99.5227012023953
chr15	89538619	89538828	N	99.51925036300143
chr9	136736362	136736810	T	99.50073494445768
chr17	40500825	40501303	T	99.4988595252953
chr4	8329944	8330453	T	99.48992106445758
chr18	1928462	1928948	N	99.48854191752208
chr10	86079610	86080071	N	99.48509372610192
chr1	24045105	24045399	T	99.4836663240419
chr1	2231779	2232112	N	99.48144523015122
chr14	104886605	104886832	T	99.48074758449684
chr2	43665731	43666136	T	99.4703526771234
chr6	76028556	76028936	N	99.46698326618252
chr13	113765895	113766217	T	99.46289751544168
chrX	74307478	74307638	T	99.46113970260944
chr7	301811	302062	T	99.45544366266586
chr1	4540806	4541028	N	99.45294593570986
chr3	140563879	140564160	N	99.4471897049857
chr11	58045317	58045654	N	99.44322174815738
chr11	116837073	116837508	T	99.4410879567431
chr15	52791040	52791170	T	99.43840776064847
chr2	172542192	172542628	N	99.43553671222617
chr16	11503459	11503951	T	99.43221596617332
chr13	110591588	110592044	T	99.42535347499552
chr14	47626728	47626868	T	99.41769434574826
chr17	44904520	44905024	T	99.41735402502718
chr1	40829615	40830057	T	99.41571725645828
chr4	93593548	93594030	T	99.41375620112969
chr2	77953888	77954177	T	99.39920232886676
chr3	185731897	185732283	T	99.3955881604843
chr22	31965422	31965694	T	99.3927790959042
chrX	3422297	3422693	N	99.3898247122969
chr1	48445356	48445576	T	99.38866452420145
chr20	8761705	8762067	T	99.38312869734092
chr9	2552869	2553099	T	99.3807778608848
chr22	45591313	45591664	T	99.36388736392335
chr12	20654421	20654763	T	99.36352982320524
chr4	395222	395335	N	99.36218809499576
chr11	23046235	23046643	T	99.36135725446024
chr7	54799097	54799348	N	99.36028566125516
chr16	54193962	54194451	N	99.35391964330734
chr4	8764341	8764664	N	99.34974378747302
chr20	40666502	40666960	T	99.34203622710038
chr8	104565641	104566013	T	99.34162921148209
chr18	79571741	79571997	N	99.33644155670038
chr1	110347052	110347422	T	99.33639529898484
chr10	132246671	132247163	T	99.332355544679
chr16	85820804	85820991	N	99.32852875576486
chr17	10400118	10400481	T	99.3284342693155
chr11	120747651	120748059	N	99.32680432515212
chr6	97601778	97602238	N	99.3268017962439
chr10	36209348	36209732	N	99.32410379245198
chr4	9632063	9632469	N	99.32404315125244
chr4	25561820	25562263	T	99.30387854342518
chr10	131195830	131196237	N	99.29194140509584
chr5	176190819	176191038	N	99.29088356601768
chr20	16574474	16574743	N	99.28531696461503
chr6	44080414	44080801	T	99.27873557698535
chr20	29762027	29762166	N	99.27819516158752
chr8	133304346	133304765	T	99.27772222210864
chr20	36274147	36274613	T	99.27438345635642
chr14	23891768	23891952	N	99.2718512312199
chr12	46985128	46985292	N	99.26705836706356
chr6	163963207	163963639	T	99.26268358142124
chr2	240910375	240910852	T	99.26249907155648
chr4	39528684	39528896	N	99.25165693889062
chr2	30675005	30675328	N	99.2500143197626
chr5	103946181	103946449	T	99.24524361986757
chr14	105315608	105315940	T	99.24190503874684
chr1	58735335	58735828	T	99.24086664658807
chr1	193408055	193408370	T	99.23844826588991
chr1	37995540	37995833	T	99.23188621016196
chr15	89942230	89942578	T	99.23154563566528
chr11	127398005	127398516	N	99.2308150625296
chr14	101031983	101032291	N	99.22575487920312
chr21	13980661	13980921	N	99.22021016863027
chr15	32021814	32022216	N	99.2160427072049
chr19	2376132	2376620	T	99.21119503995624
chr5	166903513	166903687	N	99.2069408514808
chr12	131869083	131869274	T	99.20678638381789
chr18	78360387	78360662	N	99.20459470336716
chr12	73697991	73698156	N	99.20242178698912
chr1	197572172	197572428	T	99.2007572924017
chrX	1205072	1205428	N	99.1947162814006
chr2	30978416	30978712	N	99.1921707260808
chr2	8539795	8540189	T	99.190590986188
chr13	58286715	58286962	N	99.18788884045898
chr5	103725052	103725504	T	99.18594795387004
chr19	7602884	7603331	N	99.18390165869756
chr14	92927878	92928385	T	99.18252236198396
chr2	600002	600363	N	99.17022630483552
chr14	76960927	76961414	T	99.1608591575232
chr19	10589241	10589678	T	99.15971017449463
chr5	4005451	4005828	N	99.15969109941682
chr21	45293699	45294173	T	99.1444814956876
chrX	3464625	3464898	N	99.14135642269424
chr2	15945909	15946216	T	99.14001023367656
chr12	127017922	127018186	N	99.13047134138196
chr16	84398123	84398602	T	99.13041981713307
chr16	89165924	89166192	T	99.12576765466883
chr8	141997067	141997433	N	99.12527791162438
chr20	38690318	38690638	N	99.1141884044564
chr11	117439495	117439904	N	99.1127721440979
chr3	52440781	52441128	T	99.11142481298656
chr20	25082078	25082193	T	99.10488076837532
chr10	1382387	1382823	N	99.0964439373904
chr9	134493077	134493518	N	99.09157250630687
chr6	162500273	162500535	N	99.0879654454859
chr9	123374006	123374404	T	99.08348210033614
chr15	53758805	53759138	T	99.06874024349428
chr1	9467065	9467423	T	99.06240043297883
chr15	24867412	24867669	N	99.05805075880698
chr10	47714600	47714740	N	99.04417596443102
chr19	12068286	12068753	N	99.04344830190576
chr2	795764	796012	N	99.04141582792543
chr1	11435007	11435253	N	99.03855086108422
chr5	177447942	177448402	N	99.02804125122408
chr16	87011983	87012488	N	99.02791003754191
chr2	71160609	71160715	T	99.01938232807834
chr20	45834463	45834815	N	99.01418552721316
chr20	32269685	32270181	T	99.0116603123538
chr11	117978727	117979171	N	98.99946064795722
chr2	104901365	104901820	N	98.99813565818248
chr1	204361820	204362247	T	98.99139033192888
chr8	144540597	144541071	T	98.98514995182175
chr19	13416976	13417282	T	98.97689354483693
chr6	108894804	108895237	T	98.97208615004728
chr17	60156685	60157157	T	98.96271692985216
chr1	37808999	37809466	N	98.95941639531247
chr8	133457817	133458180	T	98.9548727910858
chr5	178456419	178456685	N	98.9526341821072
chr18	60997161	60997537	N	98.95031705437545
chr20	33053346	33053825	T	98.9487005605056
chrX	48097921	48098389	N	98.94624323000356
chr6	83405610	83405911	N	98.94424347986796
chr16	86565212	86565613	N	98.9435678787636
chr6	44654648	44654880	T	98.93480956929808
chr20	13358741	13359141	T	98.9343293072352
chr1	245338728	245339213	T	98.9320243768052
chrX	74069899	74070318	N	98.92504383064352
chr16	88444716	88445171	T	98.92356610042498
chrX	4261341	4261828	N	98.922927151242
chr1	90835523	90835623	T	98.90988827668684
chr11	18701489	18701865	T	98.90634247894968
chr16	59088702	59088903	N	98.89223524916416
chr19	35797264	35797469	T	98.89173327949538
chr1	245379735	245380238	T	98.88836700695764
chr8	2353709	2354124	N	98.88135914132975
chr9	130286255	130286721	N	98.87554560125989
chr6	162443247	162443566	N	98.8689418141512
chr8	26042011	26042234	T	98.863419080222
chr8	50448755	50449025	N	98.86133677294448
chr11	546007	546428	T	98.85959691170228
chr3	54891369	54891781	N	98.85515989351006
chr3	22945737	22946142	N	98.85383561829848
chr16	19012585	19013059	T	98.83933176838582
chr8	141814788	141815241	N	98.82143725850416
chr17	78863153	78863488	T	98.82021705083798
chr18	8394012	8394470	T	98.82016646839908
chr22	29312061	29312334	T	98.81926700139344
chr16	65235292	65235710	N	98.81566468949086
chr13	30420994	30421296	N	98.81459673263409
chr10	55272464	55272638	N	98.81419544619688
chr7	156464549	156464959	N	98.81317645752488
chr1	32338483	32338819	N	98.80660084437272
chr4	142260130	142260348	T	98.7939047689788
chrX	153273321	153273472	N	98.7911872071727
chr20	63128854	63129287	N	98.7909381845384
chr20	62573058	62573227	N	98.7792949757552
chr12	102958840	102959045	T	98.77422292240954
chr20	48359656	48360161	T	98.7722626111863
chr19	15220053	15220447	T	98.77209060691052
chr8	8808122	8808483	T	98.76789804823191
chr9	93132667	93133093	N	98.75544064725386
chr9	133532727	133533130	T	98.7535688493374
chr17	57131706	57132009	N	98.75024997592436
chr16	89197621	89197865	T	98.7469855164959
chr15	67067228	67067610	T	98.7457111085232
